parent_tree,parent_text,parent_type,left_tree,left_text,left_type,right_tree,right_text,right_type,cc_tree,cc_text,base_text,parent_funnel,left_funnel,right_funnel,same_type,same_funnel,clausal_coord,corrective,anchored,left_sent,base_sent,right_sent,cosine,left_vad,left_valence,left_arousal,left_dominance,right_vad,right_valence,right_arousal,right_dominance,vad_cosine,vad_distance
"(VP
  (VP (VBN removed) (PP (IN from) (NP (PRP$ his) (NN body))))
  (CC and)
  (VP
    (VBN transferred)
    (PP
      (IN to)
      (NP
        (NP (NN stinsford))
        (SBAR
          (WHADVP (WRB where))
          (S
            (NP (PRP it))
            (VP
              (VBD was)
              (VP
                (VBN buried)
                (PP
                  (IN during)
                  (NP (DT a) (JJ second) (NN funeral) (NN service)))))))))))",removed from his body and transferred to stinsford where it was buried during a second funeral service,VP,(VP (VP (VBN removed) (PP (IN from) (NP (PRP$ his) (NN body))))),removed from his body,VP,"(VP
  (VP
    (VBN transferred)
    (PP
      (IN to)
      (NP
        (NP (NN stinsford))
        (SBAR
          (WHADVP (WRB where))
          (S
            (NP (PRP it))
            (VP
              (VBD was)
              (VP
                (VBN buried)
                (PP
                  (IN during)
                  (NP (DT a) (JJ second) (NN funeral) (NN service)))))))))))",transferred to stinsford where it was buried during a second funeral service,VP,(CC and),and,hardy 's remains were duly cremated and interred in poets corner at westminster abbey but not before his heart was removed from his body and transferred to stinsford where it was buried during a second funeral service,V,V,V,True,True,False,False,False,-0.9935858845710754,0.8465905785560608,-0.9850274324417114,,[0.694 0.461 0.571],0.694,0.461,0.571,[0.372  0.3956 0.3914],0.372,0.39559999999999995,0.39139999999999997,0.9821285403310368,0.37445603213194467
"(VP
  (VP
    (VBG calling)
    (NP (NN florence))
    (S
      (NP
        (NP
          (NP (DT an) (JJ inferior) (NN woman))
          (PP (IN with) (NP (DT a) (JJ suburban) (NN mind))))
        (-LRB- -LRB-)
        (NP
          (NP (NNS shades))
          (PP (IN of) (NP (NN amy) (NN driffield))))
        (-RRB- -RRB-))))
  (CC and)
  (S
    (NP (NN florence))
    (VP
      (VBG trying)
      (ADVP (RB unsuccessfully))
      (S
        (VP
          (TO to)
          (VP
            (VB give)
            (PRT (RP up))
            (NP (PRP$ her) (NN trusteeship))))))))",calling florence an inferior woman with a suburban mind -LRB- shades of amy driffield -RRB- and florence trying unsuccessfully to give up her trusteeship,VP,"(VP
  (VP
    (VBG calling)
    (NP (NN florence))
    (S
      (NP
        (NP
          (NP (DT an) (JJ inferior) (NN woman))
          (PP (IN with) (NP (DT a) (JJ suburban) (NN mind))))
        (-LRB- -LRB-)
        (NP
          (NP (NNS shades))
          (PP (IN of) (NP (NN amy) (NN driffield))))
        (-RRB- -RRB-)))))",calling florence an inferior woman with a suburban mind -LRB- shades of amy driffield -RRB-,VP,"(S
  (S
    (NP (NN florence))
    (VP
      (VBG trying)
      (ADVP (RB unsuccessfully))
      (S
        (VP
          (TO to)
          (VP
            (VB give)
            (PRT (RP up))
            (NP (PRP$ her) (NN trusteeship))))))))",florence trying unsuccessfully to give up her trusteeship,S,(CC and),and,the two executors quarreled bitterly cockerell calling florence an inferior woman with a suburban mind -LRB- shades of amy driffield -RRB- and florence trying unsuccessfully to give up her trusteeship,V,V,S,False,False,False,False,False,-0.9991137385368347,-0.9965524673461914,-0.9842117428779602,,[0.497  0.3964 0.4098],0.49700000000000005,0.3964,0.4098,[0.75  0.346 0.5  ],0.75,0.346,0.5,0.9788165806631348,0.2732859308489919
"(S
  (SBAR
    (SBAR (WHADVP (WRB when)) (S (NP (JJ hardy)) (VP (VBD died))))
    (NP (PRP$ his) (NN estate))
    (VP
      (VBD was)
      (VP
        (VBN valued)
        (PP
          (IN at)
          (NP (QP (JJR more) (IN than) (CD 90,000)) (NNS pounds))))))
  (CC and)
  (S
    (NP (PRP$ his) (NNS royalties) (CC and) (NNS copyrights))
    (VP (VBD were) (ADJP (JJ worth) (NP (DT a) (NN fortune))))))","when hardy died his estate was valued at more than 90,000 pounds and his royalties and copyrights were worth a fortune",S,"(SBAR
  (SBAR
    (SBAR (WHADVP (WRB when)) (S (NP (JJ hardy)) (VP (VBD died))))
    (NP (PRP$ his) (NN estate))
    (VP
      (VBD was)
      (VP
        (VBN valued)
        (PP
          (IN at)
          (NP (QP (JJR more) (IN than) (CD 90,000)) (NNS pounds)))))))","when hardy died his estate was valued at more than 90,000 pounds",SBAR,"(S
  (S
    (NP (PRP$ his) (NNS royalties) (CC and) (NNS copyrights))
    (VP (VBD were) (ADJP (JJ worth) (NP (DT a) (NN fortune))))))",his royalties and copyrights were worth a fortune,S,(CC and),and,"when hardy died his estate was valued at more than 90,000 pounds and his royalties and copyrights were worth a fortune",S,S,S,False,True,True,False,False,0.9902529716491699,0.9928679466247559,0.9872705936431885,,[0.415      0.53466667 0.59466667],0.41500000000000004,0.5346666666666666,0.5946666666666667,[0.899  0.6205 0.881 ],0.899,0.6205,0.881,0.9718379009022255,0.5688674176720696
(NP (PRP$ his) (NNS royalties) (CC and) (NNS copyrights)),his royalties and copyrights,NP,(NNS (NNS royalties)),royalties,NNS,(NNS (NNS copyrights)),copyrights,NNS,(CC and),and,"when hardy died his estate was valued at more than 90,000 pounds and his royalties and copyrights were worth a fortune",N,N,N,True,True,False,False,False,0.7868931293487549,0.9928679466247559,0.8220202922821045,0.4623185396194458,[nan nan nan],,,,[nan nan nan],,,,,
"(VP
  (VP
    (TO to)
    (VP
      (VB own)
      (NP
        (NP (DT a) (NN car))
        (SBAR (S (VP (TO to) (VP (VB travel))))))))
  (CC and)
  (VP
    (TO to)
    (VP
      (VB have)
      (NP
        (NP (DT a) (NN flat))
        (PP (IN of) (NP (PRP$ her) (JJ own))))
      (PP (IN in) (NP (NN london))))))",to own a car to travel and to have a flat of her own in london,VP,"(VP
  (VP
    (TO to)
    (VP
      (VB own)
      (NP
        (NP (DT a) (NN car))
        (SBAR (S (VP (TO to) (VP (VB travel)))))))))",to own a car to travel,VP,"(VP
  (VP
    (TO to)
    (VP
      (VB have)
      (NP
        (NP (DT a) (NN flat))
        (PP (IN of) (NP (PRP$ her) (JJ own))))
      (PP (IN in) (NP (NN london))))))",to have a flat of her own in london,VP,(CC and),and,accustomed to running her household on a shoestring florence now found herself in a position to act on some of her ambitions to own a car to travel and to have a flat of her own in london,V,V,V,True,True,False,False,False,0.9950239658355713,0.9574549794197083,0.924180805683136,,[0.8535 0.6145 0.5175],0.8535,0.6145,0.5175000000000001,[0.408 0.236 0.303],0.408,0.236,0.303,0.9897621571235452,0.6226899308644713
"(VP
  (VP (VBD packed) (PRT (RP up)) (NP (PRP$ her) (NNS things)))
  (CC and)
  (VP
    (VBD went)
    (ADVP (RB back))
    (PP (IN to) (NP (JJ max) (NN gate)))))",packed up her things and went back to max gate,VP,(VP (VP (VBD packed) (PRT (RP up)) (NP (PRP$ her) (NNS things)))),packed up her things,VP,"(VP
  (VP
    (VBD went)
    (ADVP (RB back))
    (PP (IN to) (NP (JJ max) (NN gate)))))",went back to max gate,VP,(CC and),and,when this became painfully clear to florence she packed up her things and went back to max gate,V,V,V,True,True,False,False,False,0.6579399108886719,-0.9945870637893677,-0.9285515546798706,,[0.519 0.25  0.368],0.519,0.25,0.368,[0.474 0.294 0.381],0.474,0.294,0.381,0.995598937934598,0.06426507605223854
"(NP
  (NP
    (NP (DT the) (NN shaping))
    (PP (IN of) (NP (PRP$ his) (NN reputation))))
  (CC or)
  (NP
    (NP (DT the) (NN publication))
    (PP (IN of) (NP (PRP$ his) (NNS works)))))",the shaping of his reputation or the publication of his works,NP,"(NP
  (NP
    (NP (DT the) (NN shaping))
    (PP (IN of) (NP (PRP$ his) (NN reputation)))))",the shaping of his reputation,NP,"(NP
  (NP
    (NP (DT the) (NN publication))
    (PP (IN of) (NP (PRP$ his) (NNS works)))))",the publication of his works,NP,(CC or),or,as hardy 's widow florence managed to accomplish little in the shaping of his reputation or the publication of his works,N,N,N,True,True,False,False,False,0.9993242025375366,-0.9966009259223938,0.9975536465644836,,[0.74  0.542 0.721],0.74,0.542,0.721,[0.6625 0.452  0.6285],0.6625000000000001,0.45199999999999996,0.6285000000000001,0.9996529724601154,0.15054069217324592
(NP (NN poetry) (CC and) (NNS novels)),poetry and novels,NP,(NN (NN poetry)),poetry,NN,(NNS (NNS novels)),novels,NNS,(CC and),and,that he remains one of the brightest lights of english literature is true largely because the works poetry and novels that were so famous in his lifetime continue to speak to readers sixty years after his death,N,N,N,False,True,False,False,False,0.9949663281440735,0.9989533424377441,0.9976442456245422,0.5616202354431152,[0.697 0.235 0.629],0.697,0.235,0.629,[nan nan nan],,,,,
"(UCP
  (-RRB- -RRB-)
  (CC but)
  (SBAR
    (IN if)
    (S
      (ADVP (RB ever))
      (NP (DT a) (NN widow))
      (VP
        (VBZ has)
        (VP
          (VBN been)
          (VP
            (VBN penalized)
            (PP
              (IN for)
              (S
                (VP
                  (VBG behaving)
                  (SBAR
                    (ADVP (RB exactly))
                    (IN as)
                    (S
                      (NP (NN convention))
                      (VP
                        (VBD dictated)
                        (SBAR
                          (IN that)
                          (S
                            (NP (NN widow))
                            (VP
                              (VBD was)
                              (NP
                                (RB florence)
                                (FW dugdale)
                                (JJ hardy)))))))))))))))))",-RRB- but if ever a widow has been penalized for behaving exactly as convention dictated that widow was florence dugdale hardy,UCP,(-RRB- (-RRB- -RRB-)),-RRB-,-RRB-,"(SBAR
  (SBAR
    (IN if)
    (S
      (ADVP (RB ever))
      (NP (DT a) (NN widow))
      (VP
        (VBZ has)
        (VP
          (VBN been)
          (VP
            (VBN penalized)
            (PP
              (IN for)
              (S
                (VP
                  (VBG behaving)
                  (SBAR
                    (ADVP (RB exactly))
                    (IN as)
                    (S
                      (NP (NN convention))
                      (VP
                        (VBD dictated)
                        (SBAR
                          (IN that)
                          (S
                            (NP (NN widow))
                            (VP
                              (VBD was)
                              (NP
                                (RB florence)
                                (FW dugdale)
                                (JJ hardy)))))))))))))))))",if ever a widow has been penalized for behaving exactly as convention dictated that widow was florence dugdale hardy,SBAR,(CC but),but,-RRB- but if ever a widow has been penalized for behaving exactly as convention dictated that widow was florence dugdale hardy,X,X,S,False,False,False,False,False,-0.9124140739440918,-0.930315375328064,-0.8994683027267456,,[nan nan nan],,,,[0.42325 0.52275 0.511  ],0.42324999999999996,0.52275,0.511,,
(NP (DT the) (JJ exact) (NN nature) (CC and) (NN scope)),the exact nature and scope,NP,(NN (NN nature)),nature,NN,(NN (NN scope)),scope,NN,(CC and),and,it is hard to imagine today when it is so easy to be famous merely for being well known the exact nature and scope of the tolstoys fame at the time of leo tolstoy 's death at astapovo in 1910,N,N,N,True,True,False,False,False,0.9948965907096863,0.9984241724014282,0.9903278946876526,0.3873958885669708,[0.857 0.184 0.643],0.857,0.184,0.643,[0.656 0.386 0.718],0.656,0.386,0.718,0.9625614121423689,0.2946693061721902
"(VP
  (VP (VBD fought))
  (CC and)
  (VP (VBD lost))
  (NP
    (NP (DT an) (JJ epic) (NN battle))
    (PP
      (IN over)
      (NP
        (NP
          (NP (DT the) (NNS copyrights))
          (PP (IN to) (NP (NP (NN tolstoy) (POS 's)) (NNS works))))
        (PP
          (IN over)
          (NP
            (DT the)
            (NNS rights)
            (S
              (VP
                (TO to)
                (VP (VB publish) (NP (PRP$ his) (NNS diaries)))))))))
    (CC and)
    (PP
      (IN over)
      (NP
        (NP
          (NP (PRP$ his) (NN will))
          (SBAR
            (WHPP (IN of) (WHNP (WDT which)))
            (S
              (NP (JJ many) (NNS drafts))
              (VP (VBD were) (VP (VBN made))))))
        (CC and)
        (SBAR
          (WHNP (WDT which))
          (S
            (VP
              (VBD put)
              (NP (PRP$ his) (JJ literary) (NN estate))
              (PP
                (IN in)
                (NP
                  (NP (DT the) (NNS hands))
                  (PP
                    (IN of)
                    (NP
                      (NP
                        (NP (PRP$ his) (JJ chief) (NN disciple))
                        (NP
                          (DT the)
                          (ADJP
                            (JJ relentless)
                            (CC and)
                            (JJ secretive))
                          (NN vladimir)
                          (NNP chertkov)))
                      (CC and)
                      (NP
                        (NP
                          (NP (NN tolstoy) (POS 's))
                          (NN daughter)
                          (NN sasha))
                        (SBAR
                          (WHNP (WP who))
                          (S
                            (VP
                              (VBD was)
                              (NP
                                (NP (NNP chertkov) (POS 's))
                                (JJ main)
                                (NN collaborationist)))))))))))))))))",fought and lost an epic battle over the copyrights to tolstoy 's works over the rights to publish his diaries and over his will of which many drafts were made and which put his literary estate in the hands of his chief disciple the relentless and secretive vladimir chertkov and tolstoy 's daughter sasha who was chertkov 's main collaborationist,VP,(VP (VP (VBD fought))),fought,VP,(VP (VP (VBD lost))),lost,VP,(CC and),and,she fought and lost an epic battle over the copyrights to tolstoy 's works over the rights to publish his diaries and over his will of which many drafts were made and which put his literary estate in the hands of his chief disciple the relentless and secretive vladimir chertkov and tolstoy 's daughter sasha who was chertkov 's main collaborationist,V,V,V,True,True,False,False,False,-0.6436176300048828,-0.8718342781066895,-0.9932103753089905,0.36863309144973755,[nan nan nan],,,,[0.199 0.663 0.148],0.199,0.663,0.148,,
"(NP
  (NP (DT an) (JJ epic) (NN battle))
  (PP
    (IN over)
    (NP
      (NP
        (NP (DT the) (NNS copyrights))
        (PP (IN to) (NP (NP (NN tolstoy) (POS 's)) (NNS works))))
      (PP
        (IN over)
        (NP
          (DT the)
          (NNS rights)
          (S
            (VP
              (TO to)
              (VP (VB publish) (NP (PRP$ his) (NNS diaries)))))))))
  (CC and)
  (PP
    (IN over)
    (NP
      (NP
        (NP (PRP$ his) (NN will))
        (SBAR
          (WHPP (IN of) (WHNP (WDT which)))
          (S
            (NP (JJ many) (NNS drafts))
            (VP (VBD were) (VP (VBN made))))))
      (CC and)
      (SBAR
        (WHNP (WDT which))
        (S
          (VP
            (VBD put)
            (NP (PRP$ his) (JJ literary) (NN estate))
            (PP
              (IN in)
              (NP
                (NP (DT the) (NNS hands))
                (PP
                  (IN of)
                  (NP
                    (NP
                      (NP (PRP$ his) (JJ chief) (NN disciple))
                      (NP
                        (DT the)
                        (ADJP
                          (JJ relentless)
                          (CC and)
                          (JJ secretive))
                        (NN vladimir)
                        (NNP chertkov)))
                    (CC and)
                    (NP
                      (NP
                        (NP (NN tolstoy) (POS 's))
                        (NN daughter)
                        (NN sasha))
                      (SBAR
                        (WHNP (WP who))
                        (S
                          (VP
                            (VBD was)
                            (NP
                              (NP (NNP chertkov) (POS 's))
                              (JJ main)
                              (NN collaborationist))))))))))))))))",an epic battle over the copyrights to tolstoy 's works over the rights to publish his diaries and over his will of which many drafts were made and which put his literary estate in the hands of his chief disciple the relentless and secretive vladimir chertkov and tolstoy 's daughter sasha who was chertkov 's main collaborationist,NP,"(PP
  (PP
    (IN over)
    (NP
      (NP
        (NP (DT the) (NNS copyrights))
        (PP (IN to) (NP (NP (NN tolstoy) (POS 's)) (NNS works))))
      (PP
        (IN over)
        (NP
          (DT the)
          (NNS rights)
          (S
            (VP
              (TO to)
              (VP (VB publish) (NP (PRP$ his) (NNS diaries))))))))))",over the copyrights to tolstoy 's works over the rights to publish his diaries,PP,"(PP
  (PP
    (IN over)
    (NP
      (NP
        (NP (PRP$ his) (NN will))
        (SBAR
          (WHPP (IN of) (WHNP (WDT which)))
          (S
            (NP (JJ many) (NNS drafts))
            (VP (VBD were) (VP (VBN made))))))
      (CC and)
      (SBAR
        (WHNP (WDT which))
        (S
          (VP
            (VBD put)
            (NP (PRP$ his) (JJ literary) (NN estate))
            (PP
              (IN in)
              (NP
                (NP (DT the) (NNS hands))
                (PP
                  (IN of)
                  (NP
                    (NP
                      (NP (PRP$ his) (JJ chief) (NN disciple))
                      (NP
                        (DT the)
                        (ADJP
                          (JJ relentless)
                          (CC and)
                          (JJ secretive))
                        (NN vladimir)
                        (NNP chertkov)))
                    (CC and)
                    (NP
                      (NP
                        (NP (NN tolstoy) (POS 's))
                        (NN daughter)
                        (NN sasha))
                      (SBAR
                        (WHNP (WP who))
                        (S
                          (VP
                            (VBD was)
                            (NP
                              (NP (NNP chertkov) (POS 's))
                              (JJ main)
                              (NN collaborationist))))))))))))))))",over his will of which many drafts were made and which put his literary estate in the hands of his chief disciple the relentless and secretive vladimir chertkov and tolstoy 's daughter sasha who was chertkov 's main collaborationist,PP,(CC and),and,she fought and lost an epic battle over the copyrights to tolstoy 's works over the rights to publish his diaries and over his will of which many drafts were made and which put his literary estate in the hands of his chief disciple the relentless and secretive vladimir chertkov and tolstoy 's daughter sasha who was chertkov 's main collaborationist,N,P,P,True,True,False,False,False,-0.8827471733093262,-0.8718342781066895,-0.768154501914978,,[0.745  0.4905 0.63  ],0.745,0.49050000000000005,0.63,[0.60833333 0.436      0.65144444],0.6083333333333334,0.43600000000000005,0.6514444444444445,0.9943926724193882,0.14868722868931492
"(NP
  (NP
    (NP (PRP$ his) (NN will))
    (SBAR
      (WHPP (IN of) (WHNP (WDT which)))
      (S (NP (JJ many) (NNS drafts)) (VP (VBD were) (VP (VBN made))))))
  (CC and)
  (SBAR
    (WHNP (WDT which))
    (S
      (VP
        (VBD put)
        (NP (PRP$ his) (JJ literary) (NN estate))
        (PP
          (IN in)
          (NP
            (NP (DT the) (NNS hands))
            (PP
              (IN of)
              (NP
                (NP
                  (NP (PRP$ his) (JJ chief) (NN disciple))
                  (NP
                    (DT the)
                    (ADJP (JJ relentless) (CC and) (JJ secretive))
                    (NN vladimir)
                    (NNP chertkov)))
                (CC and)
                (NP
                  (NP
                    (NP (NN tolstoy) (POS 's))
                    (NN daughter)
                    (NN sasha))
                  (SBAR
                    (WHNP (WP who))
                    (S
                      (VP
                        (VBD was)
                        (NP
                          (NP (NNP chertkov) (POS 's))
                          (JJ main)
                          (NN collaborationist))))))))))))))",his will of which many drafts were made and which put his literary estate in the hands of his chief disciple the relentless and secretive vladimir chertkov and tolstoy 's daughter sasha who was chertkov 's main collaborationist,NP,"(NP
  (NP
    (NP (PRP$ his) (NN will))
    (SBAR
      (WHPP (IN of) (WHNP (WDT which)))
      (S (NP (JJ many) (NNS drafts)) (VP (VBD were) (VP (VBN made)))))))",his will of which many drafts were made,NP,"(SBAR
  (SBAR
    (WHNP (WDT which))
    (S
      (VP
        (VBD put)
        (NP (PRP$ his) (JJ literary) (NN estate))
        (PP
          (IN in)
          (NP
            (NP (DT the) (NNS hands))
            (PP
              (IN of)
              (NP
                (NP
                  (NP (PRP$ his) (JJ chief) (NN disciple))
                  (NP
                    (DT the)
                    (ADJP (JJ relentless) (CC and) (JJ secretive))
                    (NN vladimir)
                    (NNP chertkov)))
                (CC and)
                (NP
                  (NP
                    (NP (NN tolstoy) (POS 's))
                    (NN daughter)
                    (NN sasha))
                  (SBAR
                    (WHNP (WP who))
                    (S
                      (VP
                        (VBD was)
                        (NP
                          (NP (NNP chertkov) (POS 's))
                          (JJ main)
                          (NN collaborationist))))))))))))))",which put his literary estate in the hands of his chief disciple the relentless and secretive vladimir chertkov and tolstoy 's daughter sasha who was chertkov 's main collaborationist,SBAR,(CC and),and,she fought and lost an epic battle over the copyrights to tolstoy 's works over the rights to publish his diaries and over his will of which many drafts were made and which put his literary estate in the hands of his chief disciple the relentless and secretive vladimir chertkov and tolstoy 's daughter sasha who was chertkov 's main collaborationist,N,N,S,False,False,False,False,False,0.8847277164459229,-0.8718342781066895,0.774946391582489,,[nan nan nan],,,,[0.60833333 0.436      0.65144444],0.6083333333333334,0.43600000000000005,0.6514444444444445,,
(ADJP (JJ relentless) (CC and) (JJ secretive)),relentless and secretive,ADJP,(JJ (JJ relentless)),relentless,JJ,(JJ (JJ secretive)),secretive,JJ,(CC and),and,she fought and lost an epic battle over the copyrights to tolstoy 's works over the rights to publish his diaries and over his will of which many drafts were made and which put his literary estate in the hands of his chief disciple the relentless and secretive vladimir chertkov and tolstoy 's daughter sasha who was chertkov 's main collaborationist,J,J,J,True,True,False,False,False,-0.9986709356307983,-0.8718342781066895,-0.8611253499984741,0.18333423137664795,[0.333 0.713 0.904],0.333,0.713,0.904,[0.39  0.25  0.538],0.39,0.25,0.538,0.9336744751189711,0.5929367588537584
"(NP
  (NP
    (NP (PRP$ his) (JJ chief) (NN disciple))
    (NP
      (DT the)
      (ADJP (JJ relentless) (CC and) (JJ secretive))
      (NN vladimir)
      (NNP chertkov)))
  (CC and)
  (NP
    (NP (NP (NN tolstoy) (POS 's)) (NN daughter) (NN sasha))
    (SBAR
      (WHNP (WP who))
      (S
        (VP
          (VBD was)
          (NP
            (NP (NNP chertkov) (POS 's))
            (JJ main)
            (NN collaborationist)))))))",his chief disciple the relentless and secretive vladimir chertkov and tolstoy 's daughter sasha who was chertkov 's main collaborationist,NP,"(NP
  (NP
    (NP (PRP$ his) (JJ chief) (NN disciple))
    (NP
      (DT the)
      (ADJP (JJ relentless) (CC and) (JJ secretive))
      (NN vladimir)
      (NNP chertkov))))",his chief disciple the relentless and secretive vladimir chertkov,NP,"(NP
  (NP
    (NP (NP (NN tolstoy) (POS 's)) (NN daughter) (NN sasha))
    (SBAR
      (WHNP (WP who))
      (S
        (VP
          (VBD was)
          (NP
            (NP (NNP chertkov) (POS 's))
            (JJ main)
            (NN collaborationist)))))))",tolstoy 's daughter sasha who was chertkov 's main collaborationist,NP,(CC and),and,she fought and lost an epic battle over the copyrights to tolstoy 's works over the rights to publish his diaries and over his will of which many drafts were made and which put his literary estate in the hands of his chief disciple the relentless and secretive vladimir chertkov and tolstoy 's daughter sasha who was chertkov 's main collaborationist,N,N,N,True,True,False,False,False,-0.6521660089492798,-0.8718342781066895,0.9988299012184143,,[0.502   0.473   0.69325],0.502,0.473,0.6932499999999999,[0.7875 0.4625 0.633 ],0.7875000000000001,0.4625,0.633,0.9689466486668296,0.2919769896755565
"(NML
  (NML (JJ cavernous) (NNS cheeks))
  (CC and)
  (NML (JJ white) (NN beard)))",cavernous cheeks and white beard,NML,(NML (NML (JJ cavernous) (NNS cheeks))),cavernous cheeks,NML,(NML (NML (JJ white) (NN beard))),white beard,NML,(CC and),and,from the doorway she looked at the skeletal little old man with the cavernous cheeks and white beard who was all the love of her life,X,X,X,True,True,False,False,False,-0.5002201795578003,0.9439953565597534,0.8875418305397034,,[0.531 0.436 0.372],0.5309999999999999,0.43600000000000005,0.372,[0.49  0.261 0.371],0.49,0.261,0.371,0.9814003014527978,0.17974148102205015
"(NP
  (NP (NP (CD one)) (PP (IN for) (NP (NN tolstoy))))
  (CC and)
  (NP
    (NP (CD one))
    (PP
      (IN for)
      (NP
        (NP
          (PDT all)
          (DT the)
          (NML
            (NML (NNS journalists) (NNS photographers))
            (CC and)
            (NML (NN newsreel) (NNS cameramen))))
        (SBAR
          (WHNP (WP who))
          (S
            (VP
              (VBD were)
              (VP (VBG recording) (NP (DT the) (NN event))))))))))",one for tolstoy and one for all the journalists photographers and newsreel cameramen who were recording the event,NP,(NP (NP (NP (CD one)) (PP (IN for) (NP (NN tolstoy))))),one for tolstoy,NP,"(NP
  (NP
    (NP (CD one))
    (PP
      (IN for)
      (NP
        (NP
          (PDT all)
          (DT the)
          (NML
            (NML (NNS journalists) (NNS photographers))
            (CC and)
            (NML (NN newsreel) (NNS cameramen))))
        (SBAR
          (WHNP (WP who))
          (S
            (VP
              (VBD were)
              (VP (VBG recording) (NP (DT the) (NN event))))))))))",one for all the journalists photographers and newsreel cameramen who were recording the event,NP,(CC and),and,the funeral train that carried the body of tolstoy back to yasnaya polyana for burial required two cars one for tolstoy and one for all the journalists photographers and newsreel cameramen who were recording the event,N,N,N,True,True,False,False,False,0.9994833469390869,0.9995455145835876,0.996353030204773,,[0.542 0.292 0.37 ],0.542,0.292,0.37,[0.62125 0.51825 0.52125],0.62125,0.51825,0.52125,0.9849941545066843,0.28345403066458585
"(NML
  (NML (NNS journalists) (NNS photographers))
  (CC and)
  (NML (NN newsreel) (NNS cameramen)))",journalists photographers and newsreel cameramen,NML,(NML (NML (NNS journalists) (NNS photographers))),journalists photographers,NML,(NML (NML (NN newsreel) (NNS cameramen))),newsreel cameramen,NML,(CC and),and,the funeral train that carried the body of tolstoy back to yasnaya polyana for burial required two cars one for tolstoy and one for all the journalists photographers and newsreel cameramen who were recording the event,X,X,X,True,True,False,False,False,0.9975423812866211,0.9995455145835876,0.9983682036399841,,[nan nan nan],,,,[0.625 0.571 0.577],0.625,0.571,0.577,,
"(SBAR
  (IN whether)
  (CC or)
  (RB not)
  (S (NP (DT this)) (VP (VBZ is) (ADJP (JJ true)))))",whether or not this is true,SBAR,(IN (IN whether)),whether,IN,(S (RB not) (S (NP (DT this)) (VP (VBZ is) (ADJP (JJ true))))),not this is true,S,(CC or),or,there are many who believe sonya tolstoy was seriously mentally ill by this point whether or not this is true it is nonetheless clear that her remorse and her guilt were real she believed that she was responsible for her husband 's death,S,P,S,False,False,False,False,False,-0.699863076210022,0.9248337149620056,-0.9981533885002136,,[nan nan nan],,,,[0.896 0.436 0.777],0.896,0.436,0.777,,
(NP (NP (PRP$ her) (NN remorse)) (CC and) (NP (PRP$ her) (NN guilt))),her remorse and her guilt,NP,(NP (NP (PRP$ her) (NN remorse))),her remorse,NP,(NP (NP (PRP$ her) (NN guilt))),her guilt,NP,(CC and),and,there are many who believe sonya tolstoy was seriously mentally ill by this point whether or not this is true it is nonetheless clear that her remorse and her guilt were real she believed that she was responsible for her husband 's death,N,N,N,True,True,False,False,False,-0.9940546154975891,0.9248337149620056,-0.9987034797668457,,[0.103 0.673 0.377],0.103,0.673,0.377,[0.208 0.567 0.206],0.208,0.567,0.206,0.96791755698449,0.2269405208419158
"(VP
  (VP
    (VBD told)
    (NP (PRP$ her) (NN daughter) (NNP tatyana))
    (SBAR
      (IN that)
      (S
        (NP (PRP she))
        (VP
          (VBD thought)
          (ADVP (RB incessantly))
          (PP (IN about) (NP (NN tolstoy)))))))
  (CC and)
  (VP
    (VBD added)
    (SBAR
      (S
        (S
          (NP (PRP i))
          (VP (VBD treated) (NP (PRP him)) (ADVP (RB badly))))
        (CC and)
        (S
          (NP (PRP it))
          (VP
            (VBZ 's)
            (NP (NP (DT a) (NN torment)) (PP (IN to) (NP (PRP me))))))))))",told her daughter tatyana that she thought incessantly about tolstoy and added i treated him badly and it 's a torment to me,VP,"(VP
  (VP
    (VBD told)
    (NP (PRP$ her) (NN daughter) (NNP tatyana))
    (SBAR
      (IN that)
      (S
        (NP (PRP she))
        (VP
          (VBD thought)
          (ADVP (RB incessantly))
          (PP (IN about) (NP (NN tolstoy))))))))",told her daughter tatyana that she thought incessantly about tolstoy,VP,"(VP
  (VP
    (VBD added)
    (SBAR
      (S
        (S
          (NP (PRP i))
          (VP (VBD treated) (NP (PRP him)) (ADVP (RB badly))))
        (CC and)
        (S
          (NP (PRP it))
          (VP
            (VBZ 's)
            (NP (NP (DT a) (NN torment)) (PP (IN to) (NP (PRP me))))))))))",added i treated him badly and it 's a torment to me,VP,(CC and),and,she told her daughter tatyana that she thought incessantly about tolstoy and added i treated him badly and it 's a torment to me,V,V,V,True,True,False,False,False,-0.8258844017982483,-0.9986293315887451,-0.9998375177383423,,[0.70166667 0.49833333 0.544     ],0.7016666666666667,0.49833333333333335,0.544,[0.23066667 0.55466667 0.394     ],0.2306666666666667,0.5546666666666668,0.39399999999999996,0.8922178370631306,0.49750823555439205
